漢字,田町読み（新しい詳細読み）　ひらがな・漢字
趺,フ，足偏に夫
跏,カ，足偏に加速度のカ
跚,酔歩蹣跚のサン，足偏に一冊二冊のサツ
跖,セキ，足偏に石
跌,人生の蹉跌のテツ
跛,ハ，足偏に毛皮のかわ
跋,跳梁跋扈のバツ
跪,跪く，キ
跫,キョウ，恐竜のキョウの心の代わりに手足のあし
跟,コン，足偏に大根のコンの旁
跣,セン，足偏に行先のさき
跼,キョク，足偏に薬局のキョク
踈,過疎地のソの異体字，足偏に約束のソク
踉,よろめく，蹌踉のロウ
跿,ト，足偏に脱走するのソウ
踝,くるぶし，カ
踞,蹲踞するのキョ，足偏に住居のキョ
踐,実践するのセンの旧字
踟,チ，足偏に県知事のチ
蹂,蹂躙するのジュウ
踵,かかと，ショウ
踰,ユ，足偏に楡の木のにれの旁
踴,おどる，舞踊のヨウの異体字，足偏に勇ましい
蹊,ケイ，足偏に渓流釣りのケイの旧字の旁
蹇,ケン，寒いの下二点の代わりに足
蹉,人生の蹉跌のサ
蹌,よろめく，蹌踉のソウ
蹐,セキ，足偏に脊髄のセキ
蹈,トウ，足偏に稲の旧字の旁
蹙,顰蹙を買うのシュク
蹤,ショウ，足偏に従事するのジュウの旧字
蹠,セキ，足偏に庶民のショ
踪,失踪事件のソウ
蹣,酔歩蹣跚のマン，足偏に満足のマンの旧字の旁
蹕,ヒツ，足偏に畢竟のヒツ
蹶,ケツ，足偏に遊牧民族の突厥のケツ
蹲,蹲踞するのソン，足偏に尊敬するのソン
蹼,ホク，足偏に打撲のボクの旁
躁,躁鬱病のソウ
躇,躊躇するのチョ
躅,チョク，足偏に三国志の蜀
躄,ヘキ，壁の土の代わりに手足のあし
躋,セイ，足偏に臍の旁
躊,躊躇するのチュウ
躓,つまずく，チ
躑,テキ，足偏に投擲競技のテキの旁
躔,テン，足偏に纏うの旁
躙,蹂躙するのリン
躪,蹂躙するのリンの異体字
躡,躡，足偏に耳三つ
躬,キュウ，身偏に弓
躰,タイ，身偏に本物のホン
軆,タイ，身偏に豊か
躱,タ，身偏に耳朶のダ
躾,しつけ，身偏に美しい
軅,やがて，身偏に鳥の雁
軈,やがて，身偏に応援するのオウの旧字
軋,軋轢のアツ
軛,くびき，車偏に厄年のヤク
軣,ゴウ，轟（とどろく）の異体字
軼,イツ，車偏に失う
軻,カ，車偏に可能性のカ
軫,シン，車偏に診察するのシンの旁
軾,ショク，車偏に入学式のシキ
輊,チ，車偏に夏至冬至のシ
輅,ロ，車偏に各自のカク
輕,軽い重いのかるいの旧字
輒,チョウ，車偏に耳に乙
輙,チョウ，車偏に受け取るのとる
輓,バン，車偏に免許のメン
輜,輜重兵のシ
輟,テツ，車偏に綴るの旁
輛,リョウ，車偏に両手のリョウの旧字
輌,リョウ，車偏に両手のリョウ
輦,鳳輦のレン，夫二つの下に車
輳,ソウ，車偏に奏でる
輻,フク，車偏に祝福のフクの旁
輹,フク，車偏に往復するのフクの旁
轅,エン，ながえ，車偏に類人猿のエンの旁
轂,こしき，穀物のコクの禾の代わりに車
輾,テン，車偏に発展のテン
轌,そり，車偏に雪
轉,運転するのテンの旧字
轆,轆轤のロク
轎,キョウ，車偏に歩道橋のキョウの旁
轗,カン，車偏に感想文のカン
轜,ジュ，車偏に必需品のジュ
轢,軋轢のレキ
轣,轣，車偏に歴史家のレキ
轤,轆轤のロ
辜,無辜のコ，中古車のコの下に辛い
辟,辟易するのヘキ
辣,辣腕のラツ
辭,国語辞典のジの旧字
辯,弁護士のベンの旧字，辛い二つの間に言語のゲン
辷,之繞に漢数字の一，すべる
迚,とても，之繞に中学のチュウ
迥,ケイ，之繞に炯眼の士のケイの旁
迢,チョウ，之繞に超能力のチョウの旁
迪,テキ，之繞に理由のユウ
迯,にげる，逃亡するのトウの異体字
邇,ジ，之繞に率爾ながらのジ
迴,カイ，之繞に回数券のカイ
逅,巡り会いの邂逅のコウ
迹,セキ，之繞に足跡を遺すのセキの旁
迺,ナイ，之繞に西東のにし
逑,キュウ，之繞に求める
逕,ケイ，之繞に頸動脈のケイの左側
逡,逡巡するのシュン
逍,散歩を意味する逍遥のショウ
逞,逞しい，テイ
逖,テキ，之繞に夷狄のテキ
逋,ホ，之繞に詩人の杜甫のホ
逧,サコ，之繞に谷
逶,イ，之繞に学級委員のイ
逵,キ，之繞に陸上のリクの旁
逹,配達のタツの異体字
迸,ほとばしる，ホウ
遏,アツ，之繞に褐色のカツの旁
遐,カ，之繞に暇潰しのひまの旁
遑,コウ，之繞に皇太子のコウ
遒,シュウ，之繞に酋長さんのシュウ
逎,シュウ，之繞に十二支の酉（とり）
遉,テイ，之繞に貞淑なのテイ
逾,ユ，之繞に楡の木のにれの旁
遖,あっぱれ，之繞に南（みなみ）
遘,コウ，之繞に溝の旁
遞,逓信省のテイの旧字
遨,ゴウ，之繞に傲慢なのゴウの旁
遯,トン，之繞に豚汁のトン
遶,ジョウ，之繞に尭舜のギョウの旧字
隨,随筆のズイの旧字
遲,遅刻するのチ，遅いの旧字
邂,巡り会う意味の邂逅のカイ
遽,急遽帰宅するのキョ
邁,邁進するのマイ
邀,ヨウ，之繞に激励するのゲキの旁
邊,周辺のヘン，あたりの旧字
邉,周辺のヘン，あたりの旧字の異体字
邏,警邏するのラ
邨,むら，市町村のソンの異体字
邯,邯鄲の夢のカン
邱,キュウ，砂丘のキュウの右におおざと
邵,ショウ，招くの旁の右におおざと
郢,エイ，贈呈するのテイの右におおざと
郤,ケキ，谷の右におおざと
扈,跳梁跋扈のコ
郛,フ，爪の下に子供の子の右におおざと
鄂,ガク，鰐の旁の右におおざと
鄒,スウ，趨勢のスウの旁の右におおざと
鄙,辺鄙なのヒ，ひな
鄲,邯鄲の夢のタン
鄰,となり，隣人のリンの異体字
酊,酩酊するのテイ
酖,タン，十二支の酉の右に沈むの旁
酘,トウ，十二支の酉の右にル又
酣,カン，十二支の酉の右に甘い
酥,ソ，十二支の酉の右に禾偏ののぎ
酩,酩酊するのメイ
酳,イン，十二支の酉の右に糸頭に月
酲,テイ，十二支の酉の右に贈呈するのテイ
醋,サク，十二支の酉の右に昔
醉,泥酔するのスイの旧字
醂,味醂のリン，十二支の酉の右に林
醢,カイ，十二支の酉の右に右の下に皿
醫,お医者さんのイの旧字
醯,ケイ，十二支の酉の右に流れるの旁の下に皿
醪,もろみ，ロウ
醵,醵金のキョ，十二支の酉の右に劇団のゲキの左側
醴,あまざけ，レイ
醺,微醺を帯びるのクン
釀,醸造するのジョウ，かもすの旧字
釁,隙間を意味する釁隙のキン
釉,釉薬のユウ，うわぐすり
釋,釈放するのシャクの旧字
釐,リ，未来のミにのぶんの下に単位の厘
釖,トウ、金偏に刀
釟,ハツ，金偏に漢数字の八
釡,釜飯のかまの異体字
釛,コク，金偏に力
釼,ケン，金偏に刃（やいば）
釵,サイ、金偏に夜叉のシャ
釶,シ，金偏に空也念仏のヤ
鈞,キン，金偏に平均のキンの旁
釿,ギン，金偏にパン1斤のキン
鈔,ショウ，金偏に多い少ないのすくない
鈬,銅鐸のタクの異体字
鈕,チュウ，金編に十二支の丑
鈑,ハン，金偏に反対するのハン
鉞,斧鉞のエツ、鉞（まさかり）
鉗,鉗子分娩のカン
鉅,キョ、金偏に巨大なのキョ
鉉,ゲン，金偏に玄米のゲン
鉤,コウ，かぎ，金偏に俳句のク
鉈,なた
銕,鉄の異体字、金偏に尊皇攘夷のイ
鈿,螺鈿のデン
鉋,大工道具の鉋（かんな）
鉐,セキ，金偏に石
銜,カン，行構えに金曜日のキン
銖,シュ，金偏に朱色のシュ
銓,セン，金偏に全国のゼン
銛,銛で突くのもり
鉚,リュウ，金偏に十二支の卯
鋏,道具の鋏（はさみ）
銹,シュウ，金偏に秀でる
銷,ショウ，金偏に肖像画のショウ
鋩,ボウ，金偏に草冠に亡命するのボウ
錏,ア，金偏に亜細亜のアの旧字
鋺,かなまり，金偏に腕の旁
鍄,リョウ，金偏に東京のキョウ
錮,禁錮刑のコ，金偏に固める
錙,シ，金偏に輜重兵のシの旁
錢,釣り銭のセンの旧字
錚,ソウ、金偏に争うの旧字
錣,テツ，金偏に綴るの旁
錺,かざり、金偏に芳香剤のホウ
錵,にえ，金偏に花火のはな
錻,錻力（ブリキ）のブ、金偏に武器のブ
鍜,カ，金偏にに暇潰しのひまの旁
鍠,コウ，金偏に皇太子のコウ
鍼,シン，鍼灸のはり
鍮,金属の真鍮のチュウ
鍖,チン，金偏に甚だしい
鎰,イツ，金偏に利益のエキ
鎬,鎬を削るのしのぎ
鎭,鎮圧するのチン，しずめるの旧字
鎔,ヨウ，金偏に容積のヨウ
鎹,子は鎹のかすがい
鏖,オウ，動物の鹿の下に金曜日のキン
鏗,コウ，金偏に堅実なのケン
鏨,工具の鏨（たがね）
鏥,シュウ，金偏に宿
鏘,ショウ，金偏に将軍のショウの旧字
鏃,弓矢の鏃（やじり）
鏝,半田鏝のこて
鏐,リョウ，金偏に膠の旁
鏈,レン，金偏に連絡のレン
鏤,鏤金のル，ちりばめる
鐚,鐚一文のびた
鐔,タン，金偏に西の下に早起きの早い
鐓,タイ，金偏に中国の敦煌のトン
鐃,ドウ，金偏に尭舜のギョウの旧字
鐇,ハン，金偏に番号のバン
鐐,リョウ，金偏に同僚のリョウの旁
鐶,カン，金偏に循環するのカンの旁
鐫,セン，金偏に隹の下に凹凸のオウの下1画を取ったもの
鐵,鉄道のテツの旧字
鐡,鉄道のテツの旧字の呈の代わりに豆の下側
鐺,トウ，金偏に弁当のトウの旧字
鑁,鑁阿寺のバン
鑒,図鑑のカンの異体字
鑄,鋳造するのチュウ，いるの旧字
鑛,鉄鉱石のコウの旧字
鑠,元気矍鑠のシャク
鑢,工具の鑢（やすり）
鑞,鑞付け細工のロウ
鑪,ロ，金偏に櫨の木のはぜの旁
鈩,ロ，金偏に戸締まりのト
鑰,ヤク，金偏に部首のヤク
鑵,カン，金偏に缶詰のカンの旧字の旁
鑷,ジョウ，金偏に耳三つ
鑽,研鑽を積むのサン
鑚,研鑽を積むのサンの異体字
鑼,銅鑼焼きのラ
鑾,ラン，恋人のこいの旧字の心の代わりに金曜日のキン
钁,カク，金偏に元気矍鑠のカク
鑿,工具ののみ
閂,かんぬき
閇,閉店するのヘイ，とじるの異体字
閊,胸が閊えるのつかえる，門構えに山
閔,ビン，門構えに文章を書くのブン
閖,ロウ，門構えに水
閘,コウ，門構えに甲乙のコウ
閙,ドウ，門構えに市場のイチ
閠,閏年のうるうの異体字
閨,閨房のケイ，ねや
閧,コウ，門構えに共通点のキョウ
閭,リョ，門構えにお風呂のロ
閼,塞ぐを意味する門構えのアツ
閻,閻魔様のエン
閹,エン，門構えに気息奄々のエン
閾,イキ，門構えに或いはのアル
闊,迂闊なのカツ
濶,迂闊なのカツの異体字
闃,ケキ，門構えに目的のモクの下にイヌ
闍,阿闍梨のジャ
闌,ラン，波瀾万丈のランの旁
闕,刑罰の闕所のケツ
闔,コウ，門構えに去年のキョに皿
闖,闖入するのチン，門構えに馬
關,関係するのカン，せきの旧字
闡,セン，門構えに単純なのタンの旧字
闥,タツ，門構えに配達のタツ
闢,天地開闢のビャク
阡,セン，阜偏に漢数字の千
阨,アイ，阜偏に厄年のヤク
阮,ゲン，阜偏に元旦のガン
阯,シ，阜偏に禁止するのシ
陂,ハ，阜偏に毛皮のカワ
陌,ハク，阜偏に漢数字の百
陏,ダ，阜偏に有名人のユウ
陋,頑迷固陋のロウ
陷,おちいる，陥落のカンの旧字
陜,セン，阜偏に狭いの旧字の旁
陞,しょう、阜偏に一升瓶の升の下に土曜日の土
陝,中国の陝西省のセン
陟,チョク、阜偏に歩くの旧字
陦,トウ、阜偏に寿
陲,スイ、阜偏に垂直のスイ
陬,ソウ、阜偏に取得するのシュ
隍,こう、阜偏に皇太子のコウ
隘,隘路のアイ、せまい
隕,隕石のイン、おちる
隗,カイ、阜偏に鬼
險,冒険家のケンの旧字
隧,トンネルを意味する隧道のスイ
隱,イン、隠れるの旧字
隲,シツ、阜偏に少しの下に馬車のバ
隰,シツ、阜偏に湿っぽいの旧字の旁
隴,リョウ、阜偏に恐竜のリュウの旧字
隶,イ、奴隷解放のレイの旁
隸,レイ、奴隷解放のレイの旧字
隹,スイ、部首の隹（ふるとり）
雎,ショ，尚且つの且つの右に隹（ふるとり）
雋,隹の下に凹凸のオウの下１画を取ったもの
雉,鳥の雉、ち
雍,清の雍正帝の雍
襍,雑音のザツの異体字
雜,雑音のザツの旧字
霍,カク，雨冠に隹
雕,チョウ，周辺のシュウの右に隹
雹,ひょうあられのひょう，雨冠に包む
霄,ショウ，雨冠に肖像画のショウ
霆,テイ、雨冠に宮廷文学のテイ
霈,ハイ，雨冠に沛然たるのハイ
霓,ゲイ、雨冠に児童生徒の児の旧字
霎,ソウ，雨冠に妾
霑,テン、雨冠に三水に独占するのセン
霏,ヒ、雨冠に非常口のヒ
霖,霖雨のリン、雨冠に山林のリン
霙,霙（みぞれ）、雨冠に英雄のエイ
霤,リュウ、雨冠に留学のリュウ
霪,イン、雨冠に淫乱のイン
霰,霰（あられ），雨冠に散歩するのサン
霹,青天の霹靂のヘキ
霽,セイ、雨冠に一斉射撃のセイの旧字
霾,バイ，雨冠に豸編に里帰りのさと
靄,朝靄のもや
靆,タイ，雲の右に逮捕状のタイ
靈,霊園のレイ，たまの旧字
靂,青天の霹靂のレキ
靉,アイ，雲の右に愛するのアイ
靜,冷静のセイ，しずかの旧字
靠,コウ，告げるの下に非常口のヒ
靤,ホウ，地面のメンの右に包む
靦,テン，地面のメンの右に見物するのケン
靨,えくぼ，厭世観のエンの下に地面のジ
勒,弥勒菩薩のロク
靫,靫蔓のうつぼ
靱,強靱なのジンの異体字
靹,ドウ，革偏に国内のナイ
鞅,オウ，革偏に中央のオウ
靼,韃靼人のタン
鞁,ヒ，革偏に毛皮のかわ
靺,マツ，革偏に年末のマツ
鞆,とも，革偏に甲乙丙のヘイ
鞋,草鞋の二文字目，カイ
鞏,キョウ，恐竜のキョウの心の代わりに革命のカク
鞐,鞐（こはぜ），革偏に上下
鞜,トウ，革偏に水の下に日曜日のニチ
鞨,カツ，革偏に褐色のカツの旁
鞦,シュウ，革偏に季節の秋
鞣,なめす，ジュウ
鞳,トウ，革偏に五重塔のトウの旁
鞴,ふいご，革偏に準備するのビの旁
韃,韃靼人のタツ
韆,セン，革偏に左遷するのセン
韈,ベツ，革偏に軽蔑するのベツ
韋,韋駄天のイ
韜,六韜三略のトウ
韭,植物の韮の正字
齏,なますを意味するセイ
韲,なますを意味するセイの異体字
竟,畢竟のキョウ
韶,ショウ，音楽のオンに招くの旁
韵,余韻が残るのインの異体字
頏,コウ，抵抗するのコウの旁の右に頁
頌,頌春のショウ，公に頁
頸,頸椎のケイ，くび
頤,おとがい
頡,ケツ，大吉のキチに頁
頷,うなずく，ガン
頽,頽廃的なのタイ，禿げ山のはげの右に頁
顆,顆粒のカ，つぶ
顏,かお，顔面のガンの旧字
顋,えら，不思議のシの右に頁
顫,セン，仏壇のダンの旁の右に頁
顯,顕微鏡のケンの旧字
顰,顰蹙を買うのヒン
顱,ロ，櫨の木のはぜの旁の右に頁
顴,ケン，缶詰のカンの旧字の旁の右に頁
顳,ジョウ，耳三つの右に頁
颪,おろし，上下のゲの下に風
颯,颯爽としたのサツ
颱,台風を意味するタイ，風の右に台所のダイ
颶,グ，風の右に道具のグ
飄,飄々としたのヒョウ，風の左に投票するのヒョウ
飃,飄々としたのヒョウの異体字，風の右に投票するのヒョウ
飆,つむじかぜ，ヒョウ，風の左にイヌ三つ
飩,ドン，饂飩の二文字目
飫,ヨ，あきる，食偏に肥沃な土地のヨクの旁
餃,餃子の一文字目
餉,ショウ，食偏に向かう
餒,ダイ，食偏に妥協するのダ，うえる
餔,ホ，くらう，食偏に詩人の杜甫のホ
餘,余裕のヨ，余るの旧字
餡,葛案のアン
餝,ショク，飾るの異体字，食偏に芳香剤のホウ
餞,はなむけ，餞別のセン
餤,タン，くらう，食偏に炎
餠,餅つきのモチの旧字
餬,コ，かゆ，黒胡椒のコ
餮,テツ，むさぼる
餽,キ，まつる，食偏に鬼
餾,リュウ，むす，食偏に留学のリュウ
饂,ドン，饂飩の一文字目
饉,飢饉に見舞われるのキン
饅,饅頭のマン
饐,イ，すえる
饋,キ，おくる，食偏に貴重品のキ
饑,飢饉に見舞われるのキ，ひだるい
饒,饒舌のジョウ，ゆたか
饌,セン，そなえる，食偏に選ぶの旁
饕,トウ，むさぼる
馗,鍾馗様のキ
馘,馘首するのカク，首偏に或
馥,馥郁たるのフク，かおり
馭,馭者のギョ，馬偏に又
馮,ヒョウ，たのむ，二すいに馬
馼,ブン，馬偏に作文のブン
駟,シ，馬偏に漢数字の四
駛,シ，はせる，馬偏に歴史のシ
駝,動物の駱駝のダ
駘,春風駘蕩のタイ
駑,駑馬のド，奴の下に馬
駭,ガイ，おどろく，馬偏に十二支のイノシシ
駮,ハク，馬偏に交わる
駱,動物の駱駝のラク
駲,馬偏に九州地方のシュウ
駻,駻馬のカン，あらうま
駸,シン，馬偏に侵略するのシンの旁
騁,テイ，はせる，馬偏に招聘するのヘイの旁
騏,騏_のキ，馬偏に其
騅,スイ，馬偏に隹
駢,ヘン，馬偏に併用するのヘイの旁
騙,騙す
騫,ケン，寒いの下二点の代わりに馬
騷,騒ぐ，騒音のソウの旧字
驅,四輪駆動のク，駆けるの旧字
驂,サン，馬偏に参加するのサン，参るの旧字
驀,驀進するのバク
驃,ヒョウ，馬偏に投票するのヒョウ
騾,動物の騾馬のラ
驕,驕慢なのキョウ，驕る
驍,馬偏に尭舜のギョウの旧字
驛,駅ビルのエキの旧字
驗,試験を受けるのケンの旧字
驟,驟雨のシュウ，馬偏に聚楽第のジュ
驢,動物の驢馬のロ
驥,驥尾に付すのキ
驤,ジョウ，馬偏に譲るの旁の旧字
驩,カン，馬偏に灌木のカン
驫,ヒョウ，馬が三つ
驪,レイ，馬偏に麗しい
骭,カン，骨偏に汗の旁
骰,トウ，骨偏に投げるの旁
骼,カク，骨偏に合格のカクの旁
髀,ヒ，骨偏に卑しい
髏,髑髏のロ
髑,髑髏のドク
髓,脊髄のズイの旧字
體,体，体育のタイの旧字
髞,ソウ，高い低いの高いに操るの旁
髟,ヒョウ，髪頭
髢,テイ，髪頭に也，かもじ
髣,髣髴のホウ，髪頭に正方形のホウ
髦,ボウ，髪頭に毛糸のケ
髯,ゼン，ほうひげ
髫,チョウ，髪頭に招くの旁
髮,髪の毛の髪の旧字
髴,髣髴のフツ，髪頭に沸騰するのフツの旁
髱,ホウ，髪頭に包む
髷,キョク，まげ，髪頭に曲げる
髻,ケイ，髪頭に大吉のキチ
鬆,ショウ，髪頭に松の木のマツ
鬘,マン，髪頭に曼荼羅のマン
鬚,シュ，ひげ，髪頭に必須のス
鬟,カン，髪頭に循環するのカンの旁
鬢,ビン，髪頭に来賓のヒン
鬣,リョウ，髪頭に猟銃のリョウの旁
鬥,トウ，部首のトウ構え
鬧,ドウ，トウ構えに市場のイチ
鬨,鬨の声を上げるのとき
鬩,ゲキ，トウ構えに睨むの旁
鬪,闘牛士のトウ，たたかう
鬮,キュウ，トウ構えに動物の亀の旧字
鬯,チョウ，部首のニオイザケ
鬲,カク，隔たりの旁
魄,ハク，白偏に鬼
魃,日照りを意味する旱魃のバツ
魏,魏志倭人伝のギ
魍,魑魅魍魎のモウ
魎,魑魅魍魎のリョウ
魑,魑魅魍魎のチ
魘,厭世観のエンの下に鬼
魴,魚の魴ボウのホウ，魚偏に親方の方
鮓,すし，魚偏に作文の作の旁
鮃,ひらめ，魚偏に平ら
鮑,あわび，魚偏に包む
鮖,かじか，魚偏に石
鮗,このしろ，魚偏に冬
鮟,魚の鮟鱇の鮟，魚偏に安い
鮠,魚のはや，魚偏に危ない
鮨,すし，魚偏に旨い
鮴,魚のごり，魚偏に休む
鯀,コン，魚偏に系列の系
鯊,魚のはぜ，三水に少ないの下に魚
鮹,たこ，魚偏に肖像画の肖
鯆,ホ，魚偏に詩人の杜甫の甫
鯏,あさり，魚偏に権利の利
鯑,かずのこ，魚偏に希
鯒,魚のこち，魚偏に桶の旁
鯣,するめ，魚偏に貿易風の易
鯢,ゲイ，魚偏に睨むの旁
鯤,コン，魚偏に昆虫の昆
鯔,魚のぼら，魚偏に曲がり川の下に田んぼの田
鯡,ヒ，魚偏に非常口の非
鰺,魚の鰺の異体字，片仮名のムが三つ
鯲,どじょう，魚偏に何々に於いての於
鯱,魚のしゃち
鯰,なまず，魚偏に残念の念
鰕,魚偏のえび，カ
鰔,カン，魚偏に鍼灸のはりの旁
鰉,コウ，魚偏に皇太子のコウ
鰓,えら，魚偏に思う
鰌,どじょう，魚偏に酋長さんのシュウ
鰆,さわら，魚偏に春
鰈,魚のかれい
鰒,ふぐ，魚偏に腹の旁
鰊,魚のにしん，レン
鰄,イ，魚偏に威厳があるの威
鰮,オン，魚偏に囚われ人のシュウの下に皿
鰛,オン，魚偏に温泉の温の旁
鰥,カン，男寡（やもめ）のやもお
鰤,魚のぶり
鰡,魚偏に留学の留，ぼら
鰰,魚のはたはた，魚偏に神様の神
鱇,魚の鮟鱇の鮟，魚偏に家康の康
鰲,ゴウ，傲慢の傲の旁の下に魚
鱆,ショウ，魚偏に文章を書くのショウ
鰾,うきぶくろ，魚偏に投票するの票
鱚,魚のきす，魚偏に喜ぶ
鱠,魚偏のなます
鱧,魚のはも，魚偏に豊か
鱶,魚のふか，魚偏に養う
鱸,魚のすずき
鳧,水鳥の鳧（けり），鳥の下に机の旁
鳬,水鳥の鳧（けり），鳥の四つ点の代わりに机の旁
鳰,水鳥の鳰（にお），入学の入に鳥
鴉,牙に鳥，鴉（からす）
鴈,ガン，雁垂に人偏に鳥
鳫,ガン，雁垂に鳥
鴃,鳥偏に快適の快，鴃（もず）
鴆,チン，沈むの旁の右に鳥
鴪,イツ，穴を掘るの穴の右に鳥
鴦,鴛鴦の鴦，おしどり
鶯,鴬（うぐいす），頭に火曜日の火が二つ
鴣,鳥のシャコのコ，中古車のコの右に鳥
鴟,シ，抵抗するの抵の旁の右に鳥
鵄,シ，夏至の至の右に鳥
鴕,ダ，鳥偏に仏陀の陀の旁
鴒,鶺鴒の鴒
鵁,コウ，交通の交の右に鳥
鴿,コウ，合格の合の右に鳥
鴾,ボウ，釈迦牟尼の牟の右に鳥
鵆,行構えの中に鳥，鵆（ちどり）
鵈,耳偏に鳥，鵈（とび）
鵝,ガ，我慢の我の右に鳥，鵝鳥の鵝
鵞,ガ，我慢の我の下に鳥，鵞鳥の鵞
鵤,角偏に鳥，鵤（いかるが）
鵑,ケン，絹糸の絹の旁の右に鳥
鵐,ブ，神社の巫女のフの右に鳥
鵙,ケキ，貝偏に鳥
鵲,鵲（かささぎ），昔の右に鳥
鶉,鳥の鶉（うずら）
鶇,鶫（つぐみ），東の右に鳥
鶫,鶫（つぐみ），鰊の旁の右に鳥
鵯,鵯（ひよどり），卑屈なの卑の右に鳥
鵺,夜空の夜の右に鳥，鵺（ぬえ）
鶚,ガク，鰐の旁の右に鳥，鶚（みさご）
鶤,コン，軍隊の軍の右に鳥
鶩,ボク，矛盾の矛とのぶんの下に鳥
鶲,オウ，翁の右に鳥
鷄,鶏の旧字
鷁,ゲキ，利益の益の右に鳥，鷁（あおさぎ）
鶻,コツ，骨の右に鳥
鶸,ジャク，弱いの右に鳥，鶸（ひわ）
鶺,鶺鴒の鶺
鷆,テン，真心の真の旧字の右に鳥
鷏,テン，真心の真の右に鳥
鷂,ヨウ，民謡の謡の旧字の旁の右に鳥，はしたか
鷙,シ，執事の執の下に鳥
鷓,鳥のシャコのシャ，庶民の庶の右に鳥
鷸,イツ，橘の旁の右に鳥，鷸（しぎ）
鷦,ショウ，焦げるの右に鳥
鷭,バン，番号の番の右に鳥
鷯,リョウ，同僚の僚の旁の右に鳥
鷽,ガク，学冠の旧字体の下に鳥
鸚,鳥の鸚鵡の鸚
鸛,鳥の鸛（こうのとり），カン
鸞,親鸞聖人の鸞
鹵,鹵獲のロ，しお
鹹,鹹水湖のカン，からい，鹵獲のロの右に鍼灸のはりの旁
鹽,塩の旧字，エン
麁,ソ，あらい，片仮名のクの下に鹿
麈,シュ，鹿の下に主人公のシュ
麋,ビ，鹿の下に米
麌,おじか，ゴ，鹿の下に呉服屋のゴの旧字形
麒,麒麟児のキ，鹿の右に其
麕,麕鹿のノロ，鹿の下に国構えに禾編ののぎ
麑,かのこ，ゲイ，鹿の下に児童生徒の児の旧字
麝,麝香鹿のジャ，鹿の下に反射のシャ
麥,麦の旧字
麩,お麩のフ，麦の旧字に夫
麸,お麩のフ，麦に夫
麪,麺類の麺の異体字
麭,ホウ，麦の旧字に包む
靡,風靡するのビ，なびく
黌,昌平黌のコウ
黎,黎明期のレイ
黏,ねばる，ネン，黍偏に独占するのセン
黐,鳥黐のモチ，黍偏に離れるの旁
黔,くろい，ケン，黒いの右に今
黜,しりぞける，チュツ，黒の右に出る
點,点数のテンの旧字
黝,あおぐろい，ユウ，黒の右に幼い
黠,カツ，黒の右に大吉の吉
黥,ゲイ，いれずみ，黒の右に東京のキョウ
黨,与党野党のトウの旧字
黯,くらい，アン，黒の右に音楽のオン
黴,かび，黴菌のバイ
黶,ほくろ，エン
黷,けがす，トク，黒の右に販売のバイの旧字
黹,チ，部首のフツ
黻,膝掛けを意味するフツ
黼,縫い取りの模様を意味するフ
黽,ビン，縄の旧字の旁
鼇,大亀を意味するゴウ
鼈,鼈甲飴のベツ
皷,鼓の異体字，旁が毛皮のカワ
鼕,トウ，鼓の下に冬
鼡,鼠の異体字
鼬,動物のイタチ
鼾,鼾
齊,一斉射撃のセイの旧字
齒,歯ブラシのハの旧字
齔,シン，歯の旧字の右に片仮名のヒ
齣,こま，歯の旧字の右に俳句のク
齟,齟齬を来すのソ
齠,チョウ，歯の旧字の右に召集令状のショウ
齡,年齢のレイの旧字
齦,ギン，歯茎
齧,齧歯類のゲツ，かじる
齬,齟齬を来すのゴ
齪,齷齪するのセク，歯の旧字の右に足
齷,齷齪するのアク，歯の旧字の右に屋上のオク
齲,齲歯のウ，虫歯
齶,あご，ガク，歯の旧字の右に愕然とするのガクの旁
龕,龕灯のガン，合格のゴウの下に龍
龜,動物の亀の旧字
龠,部首のヤク，ふえ
堯,尭舜のギョウの旧字
槇,植物の槙の旧字
遙,遥拝するのヨウ，遥かの旧字
瑤,ヨウ，王偏に揺れるの旁の旧字
凜,凜冽たるのリン
熙,キ，元首相の細川護煕のヒロ
